"","year","sex","name","n","prop"
"52",1880,"F","Rosa",507,0.00519445924347363
"53",1880,"F","Katherine",502,0.00514323183476087
"54",1880,"F","Agnes",473,0.00484611286422688
"55",1880,"F","Marie",471,0.00482562190074177
"56",1880,"F","Nora",471,0.00482562190074177
"57",1880,"F","May",462,0.00473341256505881
"58",1880,"F","Mamie",436,0.00446703003975247
"59",1880,"F","Blanche",427,0.00437482070406951
"60",1880,"F","Stella",414,0.00424162944141634
"61",1880,"F","Ellen",411,0.00421089299618868
"62",1880,"F","Nancy",410,0.00420064751444613
"63",1880,"F","Effie",406,0.00415966558747592
"64",1880,"F","Sallie",404,0.00413917462399082
"65",1880,"F","Nettie",403,0.00412892914224827
"66",1880,"F","Della",391,0.00400598336133765
"67",1880,"F","Lizzie",388,0.00397524691611
"68",1880,"F","Flora",365,0.00373960083603131
"69",1880,"F","Susie",361,0.0036986189090611
"70",1880,"F","Maud",345,0.00353469120118028
"71",1880,"F","Mae",344,0.00352444571943773
"72",1880,"F","Etta",323,0.00330929060284415
"73",1880,"F","Harriet",319,0.00326830867587394
"74",1880,"F","Sadie",317,0.00324781771238884
"75",1880,"F","Caroline",306,0.00313511741322077
"76",1880,"F","Katie",303,0.00310438096799312
"77",1880,"F","Lydia",302,0.00309413548625056
"78",1880,"F","Elsie",301,0.00308389000450801
"79",1880,"F","Kate",299,0.00306339904102291
"80",1880,"F","Susan",286,0.00293020777836974
"81",1880,"F","Mollie",283,0.00289947133314208
"82",1880,"F","Alma",277,0.00283799844268678
"83",1880,"F","Addie",274,0.00280726199745912
"84",1880,"F","Georgia",259,0.00265357977132085
"85",1880,"F","Eliza",252,0.00258186139912299
"86",1880,"F","Lulu",249,0.00255112495389533
"87",1880,"F","Nannie",248,0.00254087947215278
"88",1880,"F","Lottie",245,0.00251014302692513
"89",1880,"F","Amanda",241,0.00246916109995492
"90",1880,"F","Belle",238,0.00243842465472727
"91",1880,"F","Charlotte",237,0.00242817917298471
"92",1880,"F","Rebecca",236,0.00241793369124216
"93",1880,"F","Ruth",234,0.00239744272775706
"94",1880,"F","Viola",229,0.0023462153190443
"95",1880,"F","Olive",224,0.00229498791033154
"96",1880,"F","Amelia",221,0.00226425146510389
"97",1880,"F","Hannah",221,0.00226425146510389
"98",1880,"F","Jane",215,0.00220277857464858
"99",1880,"F","Virginia",213,0.00218228761116348
"100",1880,"F","Emily",210,0.00215155116593582
"101",1880,"F","Matilda",210,0.00215155116593582
"102",1880,"F","Irene",204,0.00209007827548051
"103",1880,"F","Kathryn",204,0.00209007827548051
"104",1880,"F","Esther",198,0.0020286053850252
"105",1880,"F","Willie",192,0.00196713249456989
"106",1880,"F","Henrietta",191,0.00195688701282734
"107",1880,"F","Ollie",183,0.00187492315888693
"108",1880,"F","Amy",167,0.00171099545100611
"109",1880,"F","Rachel",166,0.00170074996926355
"110",1880,"F","Sara",165,0.001690504487521
"111",1880,"F","Estella",162,0.00165976804229335
"112",1880,"F","Theresa",153,0.00156755870661038
"113",1880,"F","Augusta",151,0.00154706774312528
"114",1880,"F","Ora",149,0.00152657677964018
"115",1880,"F","Pauline",144,0.00147534937092742
"116",1880,"F","Josie",141,0.00144461292569977
"117",1880,"F","Lola",138,0.00141387648047211
"118",1880,"F","Sophia",138,0.00141387648047211
"119",1880,"F","Leona",137,0.00140363099872956
"120",1880,"F","Anne",136,0.00139338551698701
"121",1880,"F","Mildred",132,0.0013524035900168
"122",1880,"F","Ann",131,0.00134215810827425
"123",1880,"F","Beulah",131,0.00134215810827425
"124",1880,"F","Callie",131,0.00134215810827425
"125",1880,"F","Lou",131,0.00134215810827425
"126",1880,"F","Delia",129,0.00132166714478915
"127",1880,"F","Eleanor",129,0.00132166714478915
"128",1880,"F","Barbara",127,0.00130117618130404
"129",1880,"F","Iva",127,0.00130117618130404
"130",1880,"F","Louisa",126,0.00129093069956149
"131",1880,"F","Maria",125,0.00128068521781894
"132",1880,"F","Mayme",124,0.00127043973607639
"133",1880,"F","Evelyn",122,0.00124994877259129
"134",1880,"F","Estelle",119,0.00121921232736363
"135",1880,"F","Nina",119,0.00121921232736363
"136",1880,"F","Betty",117,0.00119872136387853
"137",1880,"F","Marion",115,0.00117823040039343
"138",1880,"F","Bettie",113,0.00115773943690832
"139",1880,"F","Dorothy",112,0.00114749395516577
"140",1880,"F","Luella",111,0.00113724847342322
"141",1880,"F","Inez",106,0.00108602106471046
"142",1880,"F","Lela",106,0.00108602106471046
"143",1880,"F","Rosie",106,0.00108602106471046
"144",1880,"F","Allie",105,0.00107577558296791
"145",1880,"F","Millie",105,0.00107577558296791
"146",1880,"F","Janie",96,0.000983566247284947
"147",1880,"F","Cornelia",94,0.000963075283799844
"148",1880,"F","Victoria",93,0.000952829802057293
"149",1880,"F","Ruby",92,0.000942584320314741
"150",1880,"F","Winifred",92,0.000942584320314741
"151",1880,"F","Alta",91,0.00093233883857219
"152",1880,"F","Celia",90,0.000922093356829638
"153",1880,"F","Christine",89,0.000911847875087087
"154",1880,"F","Beatrice",87,0.000891356911601984
"155",1880,"F","Birdie",85,0.00087086594811688
"156",1880,"F","Harriett",83,0.000850374984631777
"157",1880,"F","Mable",83,0.000850374984631777
"158",1880,"F","Myra",83,0.000850374984631777
"159",1880,"F","Sophie",83,0.000850374984631777
"160",1880,"F","Tillie",83,0.000850374984631777
"161",1880,"F","Isabel",81,0.000829884021146674
"162",1880,"F","Sylvia",81,0.000829884021146674
"163",1880,"F","Carolyn",80,0.000819638539404123
"164",1880,"F","Isabelle",80,0.000819638539404123
"165",1880,"F","Leila",80,0.000819638539404123
"166",1880,"F","Sally",80,0.000819638539404123
"167",1880,"F","Ina",79,0.000809393057661571
"168",1880,"F","Essie",78,0.00079914757591902
"169",1880,"F","Bertie",77,0.000788902094176468
"170",1880,"F","Nell",77,0.000788902094176468
"171",1880,"F","Alberta",76,0.000778656612433917
"172",1880,"F","Katharine",76,0.000778656612433917
"173",1880,"F","Lora",74,0.000758165648948814
"174",1880,"F","Rena",74,0.000758165648948814
"175",1880,"F","Mina",73,0.000747920167206262
"176",1880,"F","Rhoda",73,0.000747920167206262
"177",1880,"F","Mathilda",72,0.000737674685463711
"178",1880,"F","Abbie",71,0.000727429203721159
"179",1880,"F","Eula",70,0.000717183721978607
"180",1880,"F","Dollie",69,0.000706938240236056
"181",1880,"F","Hettie",69,0.000706938240236056
"182",1880,"F","Eunice",67,0.000686447276750953
"183",1880,"F","Fanny",67,0.000686447276750953
"184",1880,"F","Ola",67,0.000686447276750953
"185",1880,"F","Lenora",66,0.000676201795008401
"186",1880,"F","Adelaide",65,0.00066595631326585
"187",1880,"F","Christina",65,0.00066595631326585
"188",1880,"F","Lelia",65,0.00066595631326585
"189",1880,"F","Nelle",65,0.00066595631326585
"190",1880,"F","Sue",65,0.00066595631326585
"191",1880,"F","Johanna",64,0.000655710831523298
"192",1880,"F","Lilly",64,0.000655710831523298
"193",1880,"F","Lucinda",63,0.000645465349780747
"194",1880,"F","Minerva",63,0.000645465349780747
"195",1880,"F","Lettie",62,0.000635219868038195
"196",1880,"F","Roxie",62,0.000635219868038195
"197",1880,"F","Cynthia",61,0.000624974386295644
"198",1880,"F","Helena",60,0.000614728904553092
"199",1880,"F","Hilda",60,0.000614728904553092
"200",1880,"F","Hulda",60,0.000614728904553092
"201",1880,"F","Bernice",59,0.000604483422810541
"202",1880,"F","Genevieve",59,0.000604483422810541
"203",1880,"F","Jean",59,0.000604483422810541
"204",1880,"F","Cordelia",58,0.000594237941067989
"205",1880,"F","Marian",56,0.000573746977582886
"206",1880,"F","Francis",55,0.000563501495840334
"207",1880,"F","Jeanette",55,0.000563501495840334
"208",1880,"F","Adeline",54,0.000553256014097783
"209",1880,"F","Gussie",54,0.000553256014097783
"210",1880,"F","Leah",54,0.000553256014097783
"211",1880,"F","Lois",53,0.000543010532355231
"212",1880,"F","Lura",53,0.000543010532355231
"213",1880,"F","Mittie",53,0.000543010532355231
"214",1880,"F","Hallie",51,0.000522519568870128
"215",1880,"F","Isabella",50,0.000512274087127577
"216",1880,"F","Olga",50,0.000512274087127577
"217",1880,"F","Phoebe",50,0.000512274087127577
"218",1880,"F","Teresa",50,0.000512274087127577
"219",1880,"F","Hester",49,0.000502028605385025
"220",1880,"F","Lida",49,0.000502028605385025
"221",1880,"F","Lina",49,0.000502028605385025
"222",1880,"F","Winnie",49,0.000502028605385025
"223",1880,"F","Claudia",48,0.000491783123642474
"224",1880,"F","Marguerite",48,0.000491783123642474
"225",1880,"F","Vera",48,0.000491783123642474
"226",1880,"F","Cecelia",47,0.000481537641899922
"227",1880,"F","Bess",46,0.000471292160157371
"228",1880,"F","Emilie",46,0.000471292160157371
"229",1880,"F","John",46,0.000471292160157371
"230",1880,"F","Rosetta",46,0.000471292160157371
"231",1880,"F","Verna",46,0.000471292160157371
"232",1880,"F","Myrtie",45,0.000461046678414819
"233",1880,"F","Cecilia",44,0.000450801196672268
"234",1880,"F","Elva",44,0.000450801196672268
"235",1880,"F","Olivia",44,0.000450801196672268
"236",1880,"F","Ophelia",44,0.000450801196672268
"237",1880,"F","Georgie",43,0.000440555714929716
"238",1880,"F","Elnora",42,0.000430310233187164
"239",1880,"F","Violet",42,0.000430310233187164
"240",1880,"F","Adele",41,0.000420064751444613
"241",1880,"F","Lily",41,0.000420064751444613
"242",1880,"F","Linnie",41,0.000420064751444613
"243",1880,"F","Loretta",41,0.000420064751444613
"244",1880,"F","Madge",41,0.000420064751444613
"245",1880,"F","Polly",41,0.000420064751444613
"246",1880,"F","Virgie",41,0.000420064751444613
"247",1880,"F","Eugenia",40,0.000409819269702061
"248",1880,"F","Lucile",40,0.000409819269702061
"249",1880,"F","Lucille",40,0.000409819269702061
"250",1880,"F","Mabelle",39,0.00039957378795951
"251",1880,"F","Rosalie",39,0.00039957378795951
"252",1880,"F","Kittie",38,0.000389328306216958
"253",1880,"F","Meta",37,0.000379082824474407
"254",1880,"F","Angie",36,0.000368837342731855
"255",1880,"F","Dessie",36,0.000368837342731855
"256",1880,"F","Georgiana",36,0.000368837342731855
"257",1880,"F","Lila",36,0.000368837342731855
"258",1880,"F","Regina",36,0.000368837342731855
"259",1880,"F","Selma",36,0.000368837342731855
"260",1880,"F","Wilhelmina",36,0.000368837342731855
"261",1880,"F","Bridget",35,0.000358591860989304
"262",1880,"F","Lilla",35,0.000358591860989304
"263",1880,"F","Malinda",35,0.000358591860989304
"264",1880,"F","Vina",35,0.000358591860989304
"265",1880,"F","Freda",34,0.000348346379246752
"266",1880,"F","Gertie",34,0.000348346379246752
"267",1880,"F","Jeannette",34,0.000348346379246752
"268",1880,"F","Louella",34,0.000348346379246752
"269",1880,"F","Mandy",34,0.000348346379246752
"270",1880,"F","Roberta",34,0.000348346379246752
"271",1880,"F","Cassie",33,0.000338100897504201
"272",1880,"F","Corinne",33,0.000338100897504201
"273",1880,"F","Ivy",33,0.000338100897504201
"274",1880,"F","Melissa",33,0.000338100897504201
"275",1880,"F","Lyda",32,0.000327855415761649
"276",1880,"F","Naomi",32,0.000327855415761649
"277",1880,"F","Norma",32,0.000327855415761649
"278",1880,"F","Bell",31,0.000317609934019098
"279",1880,"F","Margie",31,0.000317609934019098
"280",1880,"F","Nona",31,0.000317609934019098
"281",1880,"F","Zella",31,0.000317609934019098
"282",1880,"F","Dovie",30,0.000307364452276546
"283",1880,"F","Elvira",30,0.000307364452276546
"284",1880,"F","Erma",30,0.000307364452276546
"285",1880,"F","Irma",30,0.000307364452276546
"286",1880,"F","Leota",30,0.000307364452276546
"287",1880,"F","William",30,0.000307364452276546
"288",1880,"F","Artie",29,0.000297118970533995
"289",1880,"F","Blanch",29,0.000297118970533995
"290",1880,"F","Charity",29,0.000297118970533995
"291",1880,"F","Lorena",29,0.000297118970533995
"292",1880,"F","Lucretia",29,0.000297118970533995
"293",1880,"F","Orpha",29,0.000297118970533995
"294",1880,"F","Alvina",28,0.000286873488791443
"295",1880,"F","Annette",28,0.000286873488791443
"296",1880,"F","Catharine",28,0.000286873488791443
"297",1880,"F","Elma",28,0.000286873488791443
"298",1880,"F","Geneva",28,0.000286873488791443
"299",1880,"F","Janet",28,0.000286873488791443
"300",1880,"F","Lee",28,0.000286873488791443
"301",1880,"F","Leora",28,0.000286873488791443
"302",1880,"F","Lona",28,0.000286873488791443
"303",1880,"F","Miriam",28,0.000286873488791443
"304",1880,"F","Zora",28,0.000286873488791443
"305",1880,"F","Linda",27,0.000276628007048891
"306",1880,"F","Octavia",27,0.000276628007048891
"307",1880,"F","Sudie",27,0.000276628007048891
"308",1880,"F","Zula",27,0.000276628007048891
"309",1880,"F","Adella",26,0.00026638252530634
"310",1880,"F","Alpha",26,0.00026638252530634
"311",1880,"F","Frieda",26,0.00026638252530634
"312",1880,"F","George",26,0.00026638252530634
"313",1880,"F","Joanna",26,0.00026638252530634
"314",1880,"F","Leonora",26,0.00026638252530634
"315",1880,"F","Priscilla",26,0.00026638252530634
"316",1880,"F","Tennie",26,0.00026638252530634
"317",1880,"F","Angeline",25,0.000256137043563788
"318",1880,"F","Docia",25,0.000256137043563788
"319",1880,"F","Ettie",25,0.000256137043563788
"320",1880,"F","Flossie",25,0.000256137043563788
"321",1880,"F","Hanna",25,0.000256137043563788
"322",1880,"F","Letha",25,0.000256137043563788
"323",1880,"F","Minta",25,0.000256137043563788
"324",1880,"F","Retta",25,0.000256137043563788
"325",1880,"F","Rosella",25,0.000256137043563788
"326",1880,"F","Adah",24,0.000245891561821237
"327",1880,"F","Berta",24,0.000245891561821237
"328",1880,"F","Elisabeth",24,0.000245891561821237
"329",1880,"F","Elise",24,0.000245891561821237
"330",1880,"F","Goldie",24,0.000245891561821237
"331",1880,"F","Leola",24,0.000245891561821237
"332",1880,"F","Margret",24,0.000245891561821237
"333",1880,"F","Adaline",23,0.000235646080078685
"334",1880,"F","Floy",23,0.000235646080078685
"335",1880,"F","Idella",23,0.000235646080078685
"336",1880,"F","Juanita",23,0.000235646080078685
"337",1880,"F","Lenna",23,0.000235646080078685
"338",1880,"F","Lucie",23,0.000235646080078685
"339",1880,"F","Missouri",23,0.000235646080078685
"340",1880,"F","Nola",23,0.000235646080078685
"341",1880,"F","Zoe",23,0.000235646080078685
"342",1880,"F","Eda",22,0.000225400598336134
"343",1880,"F","Isabell",22,0.000225400598336134
"344",1880,"F","James",22,0.000225400598336134
"345",1880,"F","Julie",22,0.000225400598336134
"346",1880,"F","Letitia",22,0.000225400598336134
"347",1880,"F","Madeline",22,0.000225400598336134
"348",1880,"F","Malissa",22,0.000225400598336134
"349",1880,"F","Mariah",22,0.000225400598336134
"350",1880,"F","Pattie",22,0.000225400598336134
"351",1880,"F","Vivian",22,0.000225400598336134
"352",1880,"F","Almeda",21,0.000215155116593582
"353",1880,"F","Aurelia",21,0.000215155116593582
"354",1880,"F","Claire",21,0.000215155116593582
"355",1880,"F","Dolly",21,0.000215155116593582
"356",1880,"F","Hazel",21,0.000215155116593582
"357",1880,"F","Jannie",21,0.000215155116593582
"358",1880,"F","Kathleen",21,0.000215155116593582
"359",1880,"F","Kathrine",21,0.000215155116593582
"360",1880,"F","Lavinia",21,0.000215155116593582
"361",1880,"F","Marietta",21,0.000215155116593582
"362",1880,"F","Melvina",21,0.000215155116593582
"363",1880,"F","Ona",21,0.000215155116593582
"364",1880,"F","Pinkie",21,0.000215155116593582
"365",1880,"F","Samantha",21,0.000215155116593582
"366",1880,"F","Susanna",21,0.000215155116593582
"367",1880,"F","Chloe",20,0.000204909634851031
"368",1880,"F","Donnie",20,0.000204909634851031
"369",1880,"F","Elsa",20,0.000204909634851031
"370",1880,"F","Gladys",20,0.000204909634851031
"371",1880,"F","Matie",20,0.000204909634851031
"372",1880,"F","Pearle",20,0.000204909634851031
"373",1880,"F","Vesta",20,0.000204909634851031
"374",1880,"F","Vinnie",20,0.000204909634851031
"375",1880,"F","Antoinette",19,0.000194664153108479
"376",1880,"F","Clementine",19,0.000194664153108479
"377",1880,"F","Edythe",19,0.000194664153108479
"378",1880,"F","Harriette",19,0.000194664153108479
"379",1880,"F","Libbie",19,0.000194664153108479
"380",1880,"F","Lilian",19,0.000194664153108479
"381",1880,"F","Lue",19,0.000194664153108479
"382",1880,"F","Lutie",19,0.000194664153108479
"383",1880,"F","Magdalena",19,0.000194664153108479
"384",1880,"F","Meda",19,0.000194664153108479
"385",1880,"F","Rita",19,0.000194664153108479
"386",1880,"F","Tena",19,0.000194664153108479
"387",1880,"F","Zelma",19,0.000194664153108479
"388",1880,"F","Adelia",18,0.000184418671365928
"389",1880,"F","Annetta",18,0.000184418671365928
"390",1880,"F","Antonia",18,0.000184418671365928
"391",1880,"F","Dona",18,0.000184418671365928
"392",1880,"F","Elizebeth",18,0.000184418671365928
"393",1880,"F","Georgianna",18,0.000184418671365928
"394",1880,"F","Gracie",18,0.000184418671365928
"395",1880,"F","Iona",18,0.000184418671365928
"396",1880,"F","Lessie",18,0.000184418671365928
"397",1880,"F","Leta",18,0.000184418671365928
"398",1880,"F","Liza",18,0.000184418671365928
"399",1880,"F","Mertie",18,0.000184418671365928
"400",1880,"F","Molly",18,0.000184418671365928
"401",1880,"F","Neva",18,0.000184418671365928
"402",1880,"F","Oma",18,0.000184418671365928
"403",1880,"F","Alida",17,0.000174173189623376
"404",1880,"F","Alva",17,0.000174173189623376
"405",1880,"F","Cecile",17,0.000174173189623376
"406",1880,"F","Cleo",17,0.000174173189623376
"407",1880,"F","Donna",17,0.000174173189623376
"408",1880,"F","Ellie",17,0.000174173189623376
"409",1880,"F","Ernestine",17,0.000174173189623376
"410",1880,"F","Evie",17,0.000174173189623376
"411",1880,"F","Frankie",17,0.000174173189623376
"412",1880,"F","Helene",17,0.000174173189623376
"413",1880,"F","Minna",17,0.000174173189623376
"414",1880,"F","Myrta",17,0.000174173189623376
"415",1880,"F","Prudence",17,0.000174173189623376
"416",1880,"F","Queen",17,0.000174173189623376
"417",1880,"F","Rilla",17,0.000174173189623376
"418",1880,"F","Savannah",17,0.000174173189623376
"419",1880,"F","Tessie",17,0.000174173189623376
"420",1880,"F","Tina",17,0.000174173189623376
"421",1880,"F","Agatha",16,0.000163927707880825
"422",1880,"F","America",16,0.000163927707880825
"423",1880,"F","Anita",16,0.000163927707880825
"424",1880,"F","Arminta",16,0.000163927707880825
"425",1880,"F","Dorothea",16,0.000163927707880825
"426",1880,"F","Ira",16,0.000163927707880825
"427",1880,"F","Luvenia",16,0.000163927707880825
"428",1880,"F","Marjorie",16,0.000163927707880825
"429",1880,"F","Maybelle",16,0.000163927707880825
"430",1880,"F","Mellie",16,0.000163927707880825
"431",1880,"F","Nan",16,0.000163927707880825
"432",1880,"F","Pearlie",16,0.000163927707880825
"433",1880,"F","Sidney",16,0.000163927707880825
"434",1880,"F","Velma",16,0.000163927707880825
"435",1880,"F","Clare",15,0.000153682226138273
"436",1880,"F","Constance",15,0.000153682226138273
"437",1880,"F","Dixie",15,0.000153682226138273
"438",1880,"F","Ila",15,0.000153682226138273
"439",1880,"F","Iola",15,0.000153682226138273
"440",1880,"F","Jimmie",15,0.000153682226138273
"441",1880,"F","Louvenia",15,0.000153682226138273
"442",1880,"F","Lucia",15,0.000153682226138273
"443",1880,"F","Ludie",15,0.000153682226138273
"444",1880,"F","Luna",15,0.000153682226138273
"445",1880,"F","Metta",15,0.000153682226138273
"446",1880,"F","Patsy",15,0.000153682226138273
"447",1880,"F","Phebe",15,0.000153682226138273
"448",1880,"F","Sophronia",15,0.000153682226138273
"449",1880,"F","Adda",14,0.000143436744395721
"450",1880,"F","Avis",14,0.000143436744395721
"451",1880,"F","Betsy",14,0.000143436744395721
"452",1880,"F","Bonnie",14,0.000143436744395721
"453",1880,"F","Cecil",14,0.000143436744395721
"454",1880,"F","Cordie",14,0.000143436744395721
"455",1880,"F","Emmaline",14,0.000143436744395721
"456",1880,"F","Ethelyn",14,0.000143436744395721
"457",1880,"F","Hortense",14,0.000143436744395721
"458",1880,"F","June",14,0.000143436744395721
"459",1880,"F","Louie",14,0.000143436744395721
"460",1880,"F","Lovie",14,0.000143436744395721
"461",1880,"F","Marcella",14,0.000143436744395721
"462",1880,"F","Melinda",14,0.000143436744395721
"463",1880,"F","Mona",14,0.000143436744395721
"464",1880,"F","Odessa",14,0.000143436744395721
"465",1880,"F","Veronica",14,0.000143436744395721
"466",1880,"F","Aimee",13,0.00013319126265317
"467",1880,"F","Annabel",13,0.00013319126265317
"468",1880,"F","Ava",13,0.00013319126265317
"469",1880,"F","Bella",13,0.00013319126265317
"470",1880,"F","Carolina",13,0.00013319126265317
"471",1880,"F","Cathrine",13,0.00013319126265317
"472",1880,"F","Christena",13,0.00013319126265317
"473",1880,"F","Clyde",13,0.00013319126265317
"474",1880,"F","Dena",13,0.00013319126265317
"475",1880,"F","Dolores",13,0.00013319126265317
"476",1880,"F","Eleanore",13,0.00013319126265317
"477",1880,"F","Elmira",13,0.00013319126265317
"478",1880,"F","Fay",13,0.00013319126265317
"479",1880,"F","Frank",13,0.00013319126265317
"480",1880,"F","Jenny",13,0.00013319126265317
"481",1880,"F","Kizzie",13,0.00013319126265317
"482",1880,"F","Lonnie",13,0.00013319126265317
"483",1880,"F","Loula",13,0.00013319126265317
"484",1880,"F","Magdalene",13,0.00013319126265317
"485",1880,"F","Mettie",13,0.00013319126265317
"486",1880,"F","Mintie",13,0.00013319126265317
"487",1880,"F","Peggy",13,0.00013319126265317
"488",1880,"F","Reba",13,0.00013319126265317
"489",1880,"F","Serena",13,0.00013319126265317
"490",1880,"F","Vida",13,0.00013319126265317
"491",1880,"F","Zada",13,0.00013319126265317
"492",1880,"F","Abigail",12,0.000122945780910618
"493",1880,"F","Celestine",12,0.000122945780910618
"494",1880,"F","Celina",12,0.000122945780910618
"495",1880,"F","Claudie",12,0.000122945780910618
"496",1880,"F","Clemmie",12,0.000122945780910618
"497",1880,"F","Connie",12,0.000122945780910618
"498",1880,"F","Daisie",12,0.000122945780910618
"499",1880,"F","Deborah",12,0.000122945780910618
"500",1880,"F","Dessa",12,0.000122945780910618
"501",1880,"F","Easter",12,0.000122945780910618
"502",1880,"F","Eddie",12,0.000122945780910618
"503",1880,"F","Emelia",12,0.000122945780910618
"504",1880,"F","Emmie",12,0.000122945780910618
"505",1880,"F","Imogene",12,0.000122945780910618
"506",1880,"F","India",12,0.000122945780910618
"507",1880,"F","Jeanne",12,0.000122945780910618
"508",1880,"F","Joan",12,0.000122945780910618
"509",1880,"F","Lenore",12,0.000122945780910618
"510",1880,"F","Liddie",12,0.000122945780910618
"511",1880,"F","Lotta",12,0.000122945780910618
"512",1880,"F","Mame",12,0.000122945780910618
"513",1880,"F","Nevada",12,0.000122945780910618
"514",1880,"F","Rachael",12,0.000122945780910618
"515",1880,"F","Sina",12,0.000122945780910618
"516",1880,"F","Willa",12,0.000122945780910618
"517",1880,"F","Aline",11,0.000112700299168067
"518",1880,"F","Beryl",11,0.000112700299168067
"519",1880,"F","Charles",11,0.000112700299168067
"520",1880,"F","Daisey",11,0.000112700299168067
"521",1880,"F","Dorcas",11,0.000112700299168067
"522",1880,"F","Edmonia",11,0.000112700299168067
"523",1880,"F","Effa",11,0.000112700299168067
"524",1880,"F","Eldora",11,0.000112700299168067
"525",1880,"F","Eloise",11,0.000112700299168067
"526",1880,"F","Emmer",11,0.000112700299168067
"527",1880,"F","Era",11,0.000112700299168067
"528",1880,"F","Gena",11,0.000112700299168067
"529",1880,"F","Henry",11,0.000112700299168067
"530",1880,"F","Iris",11,0.000112700299168067
"531",1880,"F","Izora",11,0.000112700299168067
"532",1880,"F","Lennie",11,0.000112700299168067
"533",1880,"F","Lissie",11,0.000112700299168067
"534",1880,"F","Mallie",11,0.000112700299168067
"535",1880,"F","Malvina",11,0.000112700299168067
"536",1880,"F","Mathilde",11,0.000112700299168067
"537",1880,"F","Mazie",11,0.000112700299168067
"538",1880,"F","Queenie",11,0.000112700299168067
"539",1880,"F","Robert",11,0.000112700299168067
"540",1880,"F","Rosina",11,0.000112700299168067
"541",1880,"F","Salome",11,0.000112700299168067
"542",1880,"F","Theodora",11,0.000112700299168067
"543",1880,"F","Therese",11,0.000112700299168067
"544",1880,"F","Vena",11,0.000112700299168067
"545",1880,"F","Wanda",11,0.000112700299168067
"546",1880,"F","Wilda",11,0.000112700299168067
"547",1880,"F","Altha",10,0.000102454817425515
"548",1880,"F","Anastasia",10,0.000102454817425515
"549",1880,"F","Besse",10,0.000102454817425515
"550",1880,"F","Bird",10,0.000102454817425515
"551",1880,"F","Birtie",10,0.000102454817425515
"552",1880,"F","Clarissa",10,0.000102454817425515
"553",1880,"F","Claude",10,0.000102454817425515
"554",1880,"F","Delilah",10,0.000102454817425515
"555",1880,"F","Diana",10,0.000102454817425515
"556",1880,"F","Emelie",10,0.000102454817425515
"557",1880,"F","Erna",10,0.000102454817425515
"558",1880,"F","Fern",10,0.000102454817425515
"559",1880,"F","Florida",10,0.000102454817425515
"560",1880,"F","Frona",10,0.000102454817425515
"561",1880,"F","Hilma",10,0.000102454817425515
"562",1880,"F","Joseph",10,0.000102454817425515
"563",1880,"F","Juliet",10,0.000102454817425515
"564",1880,"F","Leonie",10,0.000102454817425515
"565",1880,"F","Lugenia",10,0.000102454817425515
